,Unique_ID,holeid,from,to,As,Au,Pb,Fe,Mo,Cu,S,Zn,Class,x_pos
3722,A06037,SOLVE198,691,701.0,35.8,0.034,307.2,54720.0,1.0,2.0,6120.0,50.2,B,111
3723,A04792,SOLVE198,701,711.0,9.6,0.068,133.4,38600.0,1.0,1.6,1300.0,30.8,B,111
3724,A07753,SOLVE198,711,721.0,18.4,0.009,89.6,50460.0,1.0,1.6,4080.0,50.2,B,111
3725,A08188,SOLVE198,721,731.0,8.6,0.006,15.4,59000.0,1.0,1.2,1740.0,58.4,B,111
3726,A06962,SOLVE198,731,741.0,24.2,0.018,46.8,49120.0,1.0,1.2,3020.0,51.8,B,111
3727,A00278,SOLVE198,741,751.0,69.8,1.069,90.2,58940.0,1.0,1.8,10260.0,50.8,A,111
3728,A04697,SOLVE198,751,761.0,14.0,0.072,426.6,57720.0,7.0,2.2,9900.0,50.0,A,111
3729,A07874,SOLVE198,761,771.0,9.8,0.008,35.0,54460.0,1.2,1.2,4180.0,53.6,A,111
3730,A08174,SOLVE198,771,781.0,18.0,0.006,163.6,55500.0,2.2,2.4,6480.0,52.2,A,111
3731,A03810,SOLVE198,781,791.0,20.8,0.116,141.6,68600.0,,6.0,5200.0,54.2,A,111
3732,A07615,SOLVE198,791,801.0,13.0,0.01,81.2,48840.0,1.0,10.0,1860.0,38.4,A,111
3733,A06686,SOLVE198,801,811.0,80.6,0.022,185.8,54880.0,1.4,11.8,15480.0,51.8,A,111
3734,A05913,SOLVE198,811,821.0,67.4,0.036,377.8,76140.0,1.0,9.6,23380.0,51.8,A,111
3735,A06557,SOLVE198,821,831.0,51.0,0.024,190.4,62660.0,1.0,7.0,12840.0,57.0,A,111
3736,A06681,SOLVE198,831,841.0,35.0,0.022,15.8,56260.0,1.0,3.2,14700.0,47.2,A,111
3737,A06131,SOLVE198,841,851.0,72.0,0.032,180.0,66720.0,2.0,4.2,22740.0,49.2,A,111
3738,A07096,SOLVE198,851,861.0,23.2,0.016,114.4,55360.0,1.0,2.8,11900.0,49.8,A,111
3739,A07602,SOLVE198,861,871.0,30.2,0.01,114.8,55280.0,1.2,3.8,5760.0,61.0,A,111
3740,A07255,SOLVE198,871,881.0,41.2,0.014,292.4,57340.0,1.6,3.4,7360.0,47.4,A,111
3741,A07727,SOLVE198,881,891.0,9.2,0.009,140.4,38500.0,1.0,1.6,1740.0,27.8,A,111
3742,A06939,SOLVE198,891,901.0,11.0,0.018,121.6,38220.0,1.0,1.4,1980.0,28.0,A,111
3743,A07972,SOLVE198,901,911.0,37.4,0.007,122.0,72700.0,1.0,2.6,29240.0,48.2,A,111
3744,A08420,SOLVE198,911,921.0,26.6,0.0025,106.8,71460.0,1.0,3.0,26680.0,38.6,A,111
3745,A06736,SOLVE198,921,931.0,10.4,0.021,49.4,49220.0,1.0,2.6,3360.0,30.4,A,111
3746,A07244,SOLVE198,931,941.0,12.8,0.014,163.0,44040.0,1.0,2.6,3560.0,28.0,A,111
3747,A07510,SOLVE198,941,951.0,24.4,0.011,276.8,50640.0,1.0,4.2,19200.0,47.6,A,111
3748,A07841,SOLVE198,951,961.0,17.8,0.008,63.2,62360.0,1.0,9.4,37600.0,65.2,A,111
3749,A07717,SOLVE198,961,971.0,8.4,0.009,91.8,58980.0,2.2,6.4,33920.0,59.8,A,111
3750,A07838,SOLVE198,971,981.0,15.8,0.008,313.4,52140.0,1.2,4.4,25080.0,51.4,A,111
3751,A06659,SOLVE198,981,991.0,42.6,0.022,58.6,66800.0,1.2,11.6,51920.0,49.6,A,111
3752,A07713,SOLVE198,991,1001.0,24.8,0.009,150.4,60820.0,3.4,6.6,43720.0,42.4,A,111
3753,A06413,SOLVE198,1001,1011.0,20.0,0.026,245.8,57340.0,1.0,6.6,34700.0,29.0,A,111
3754,A07401,SOLVE198,1011,1021.0,27.6,0.012,68.0,54320.0,4.6,10.4,45920.0,29.6,A,111
3755,A05334,SOLVE198,1021,1031.0,17.8,0.05,624.8,49040.0,2.4,9.4,42660.0,27.4,A,111
3756,A06107,SOLVE198,1031,1041.0,44.0,0.032,187.6,54520.0,2.6,13.4,45480.0,38.0,A,111
3757,A07235,SOLVE198,1041,1051.0,49.8,0.014,28.0,67460.0,2.0,10.2,56420.0,39.2,A,111
3758,A05886,SOLVE198,1051,1061.0,24.2,0.036,238.2,67900.0,1.6,8.2,48260.0,34.0,A,111
3759,A07582,SOLVE198,1061,1071.0,14.4,0.01,99.8,66940.0,2.6,9.6,60460.0,41.8,A,111
3760,A06649,SOLVE198,1071,1081.0,16.6,0.022,80.8,67580.0,2.8,8.0,58740.0,31.2,A,111
3761,A05073,SOLVE198,1081,1091.0,23.8,0.058,70.6,71800.0,2.2,17.0,63020.0,68.8,A,111
3762,A06532,SOLVE198,1091,1101.0,21.4,0.024,287.4,69980.0,3.2,12.4,61280.0,58.4,A,111
3763,A06098,SOLVE198,1101,1111.0,27.8,0.032,410.4,74620.0,2.0,8.2,61080.0,32.4,A,111
3764,A05873,SOLVE198,1111,1121.0,17.4,0.036,469.0,71040.0,1.4,7.4,43820.0,33.8,A,111
3765,A05979,SOLVE198,1121,1131.0,8.8,0.034,570.8,75480.0,2.8,5.0,35000.0,32.2,A,111
3766,A07575,SOLVE198,1131,1141.0,21.0,0.01,65.0,81540.0,2.2,8.4,68020.0,40.6,A,111
3767,A07226,SOLVE198,1141,1151.0,27.4,0.014,143.2,79020.0,3.6,5.6,66420.0,33.0,A,111
3768,A04940,SOLVE198,1151,1161.0,59.6,0.062,700.6,65960.0,9.4,7.0,45320.0,37.0,A,111
3769,A05788,SOLVE198,1161,1171.0,21.2,0.038,52.4,69260.0,8.2,7.2,55120.0,35.6,A,111
3770,A07227,SOLVE198,1171,1181.0,8.4,0.014,247.2,58940.0,12.6,6.0,28380.0,29.0,A,111
3771,A05980,SOLVE198,1181,1191.0,8.4,0.034,588.2,60840.0,28.8,4.8,20860.0,42.4,A,111
3772,A06096,SOLVE198,1191,1201.0,6.0,0.032,503.4,50840.0,8.6,5.2,11100.0,28.2,A,111
3773,A06645,SOLVE198,1201,1211.0,4.6,0.022,416.2,50520.0,35.4,4.6,10780.0,31.4,A,111
3774,A05981,SOLVE198,1211,1221.0,5.4,0.034,275.6,49640.0,5.6,5.0,39000.0,29.2,A,111
3775,A05982,SOLVE198,1221,1231.0,9.6,0.034,444.0,53380.0,23.8,3.8,32160.0,27.2,A,111
3776,A05789,SOLVE198,1231,1241.0,9.8,0.038,750.6,43200.0,36.0,4.8,24060.0,24.2,A,111
3777,A05874,SOLVE198,1241,1251.0,16.0,0.036,718.4,60080.0,3.0,5.8,28820.0,28.2,A,111
3778,A05875,SOLVE198,1251,1261.0,17.6,0.036,852.8,76760.0,4.8,6.8,44980.0,38.8,A,111
3779,A06398,SOLVE198,1261,1271.0,6.4,0.026,688.6,88380.0,1.2,4.6,36400.0,30.6,A,111
3780,A07393,SOLVE198,1271,1281.0,11.4,0.012,,78980.0,1.8,19.8,44220.0,171.0,A,111
3781,A06911,SOLVE198,1281,1291.0,13.2,0.018,388.8,49700.0,6.0,9.4,27200.0,119.4,A,111
3782,A06601,SOLVE198,1291,1301.0,9.0,0.023,407.0,68900.0,5.8,3.6,41540.0,33.2,A,111
3783,A06857,SOLVE198,1301,1311.0,6.0,0.019,426.6,71860.0,5.4,4.8,42140.0,34.6,A,111
3784,A05984,SOLVE198,1311,1321.0,6.0,0.034,553.6,73680.0,7.4,5.6,51260.0,33.2,A,111
3785,A04772,SOLVE198,1321,1331.0,5.0,0.068,830.6,58120.0,2.6,3.8,33520.0,28.0,A,111
3786,A04133,SOLVE198,1331,1341.0,10.6,0.098,1760.4,37600.0,7.4,8.0,18940.0,53.8,A,111
3787,A06099,SOLVE198,1341,1351.0,10.0,0.032,298.8,71900.0,1.8,3.6,44080.0,23.6,A,111
3788,A03312,SOLVE198,1351,1361.0,5.2,0.156,1490.2,48460.0,4.2,2.8,19000.0,26.8,A,111
3789,A06782,SOLVE198,1361,1371.0,4.4,0.02,313.8,50440.0,1.2,2.4,10920.0,20.2,A,111
3790,A07705,SOLVE198,1371,1381.0,5.8,0.009,260.4,42140.0,1.0,5.8,6700.0,21.6,A,111
3791,A07578,SOLVE198,1381,1391.0,6.4,0.01,122.6,41340.0,7.8,2.6,18180.0,26.0,A,111
3792,A08368,SOLVE198,1391,1401.0,3.4,0.0025,9.4,14400.0,3.0,3.6,720.0,31.0,A,111
3793,A07395,SOLVE198,1401,1411.0,4.4,0.012,358.8,38480.0,1.6,2.6,7020.0,33.8,A,111
3794,A06262,SOLVE198,1411,1421.0,7.8,0.029,196.4,56300.0,1.4,4.6,20060.0,44.6,A,111
3795,A07498,SOLVE198,1421,1431.0,7.0,0.011,403.4,51440.0,2.4,3.2,25680.0,36.8,A,111
3796,A04681,SOLVE198,1431,1441.0,4.6,0.072,388.6,61420.0,2.0,3.0,22480.0,28.0,A,111
3797,A06305,SOLVE198,1441,1451.0,5.0,0.028,680.4,59020.0,3.4,2.8,11920.0,26.8,A,111
3798,A07231,SOLVE198,1451,1461.0,4.0,0.014,269.6,50760.0,1.6,3.6,9780.0,20.8,A,111
3799,A07825,SOLVE198,1461,1471.0,5.6,0.008,285.4,55360.0,4.0,3.0,13960.0,52.4,A,111
3800,A07827,SOLVE198,1471,1481.0,5.4,0.008,314.2,63200.0,2.0,2.8,20420.0,18.8,A,111
3801,A07236,SOLVE198,1481,1491.0,6.4,0.014,534.2,67240.0,1.6,2.6,20720.0,29.0,A,111
3802,A05081,SOLVE198,1491,1501.0,7.2,0.058,324.6,69480.0,1.8,2.0,20600.0,24.4,A,111
3803,A06309,SOLVE198,1501,1511.0,5.0,0.028,424.6,66980.0,5.8,3.4,35640.0,31.6,A,111
3804,A07402,SOLVE198,1511,1521.0,4.6,0.012,225.4,62020.0,4.8,3.0,19700.0,28.8,A,111
3805,A07507,SOLVE198,1521,1531.0,4.4,0.011,223.2,,4.0,3.0,30240.0,36.6,A,111
3806,A07406,SOLVE198,1531,1541.0,3.4,0.012,228.6,56520.0,5.2,3.0,32640.0,27.6,A,111
3807,A05897,SOLVE198,1541,1551.0,7.8,0.036,413.4,58040.0,3.0,3.0,25020.0,44.6,A,111
3808,A05814,SOLVE198,1551,1561.0,4.2,0.038,705.4,56500.0,3.8,2.8,19320.0,29.0,A,111
3809,A05231,SOLVE198,1561,1571.0,5.5,0.0525,1029.0,58900.0,15.5,3.75,24500.0,38.5,A,111
3810,A06007,SOLVE198,1571,1581.0,4.6,0.034,395.6,62980.0,2.8,3.2,12340.0,25.2,A,111
3811,A06221,SOLVE198,1581,1591.0,4.6,0.03,256.6,29060.0,2.8,2.8,5120.0,47.0,A,111
3812,A05478,SOLVE198,1591,1601.0,5.8,0.046,564.2,19840.0,21.0,2.8,7620.0,38.8,A,111
3813,A05724,SOLVE198,1601,1611.0,5.0,0.04,316.6,28660.0,2.8,1.8,4920.0,24.0,A,111
3814,A04380,SOLVE198,1611,1618.2,8.055555556,0.085555556,390.6666667,44700.0,3.333333333,2.277777778,24472.22222,34.38888889,A,111
3815,A07058,SOLVE199,621,631.0,19.2,0.016,741.2,62140.0,4.8,16.2,45620.0,82.2,A,112
3816,A07051,SOLVE199,631,640.5,12.84210526,0.016315789,898.6842105,69021.05263,4.368421053,11.21052632,54305.26316,46.89473684,A,112
3817,A03199,SOLVE201,1291,1301.0,8.0,0.166,491.6,43060.0,2.6,7.0,7860.0,39.2,A,113
3818,A03934,SOLVE201,1301,1311.0,3.2,0.108,723.2,37960.0,2.6,6.6,1380.0,35.6,A,113
3819,A05696,SOLVE201,1311,1321.0,2.4,0.04,333.0,32840.0,1.8,8.4,300.0,38.2,A,113
3820,A04679,SOLVE201,1321,1331.0,6.0,0.072,719.2,38000.0,3.0,6.8,4880.0,83.2,A,113
3821,A06533,SOLVE201,1331,1341.0,5.6,0.024,502.4,44500.0,3.0,2.8,2060.0,38.2,A,113
3822,A03309,SOLVE201W1,1301,1311.0,4.2,0.156,646.0,41020.0,1.2,2.6,780.0,30.8,A,114
3823,A03870,SOLVE201W1,1311,1321.0,8.2,0.112,458.8,42300.0,1.8,4.8,5880.0,36.0,A,114
3824,A03614,SOLVE201W1,1321,1331.0,4.6,0.132,377.8,28040.0,2.8,3.4,800.0,28.0,A,114
3825,A02948,SOLVE201W1,1331,1341.0,7.6,0.192,585.8,18840.0,3.0,3.6,1320.0,23.8,A,114
3826,A05792,SOLVE201W1,1341,1351.0,15.2,0.038,335.6,38480.0,1.8,4.4,1340.0,31.6,A,114
3827,A06304,SOLVE201W1,1351,1361.0,2.6,0.028,229.2,36000.0,1.4,3.8,340.0,26.8,A,114
3828,A03941,SOLVE201W1,1361,1371.0,2.6,0.108,396.6,35300.0,1.6,4.0,480.0,29.6,A,114
3829,A03201,SOLVE201W1,1371,1381.0,2.2,0.166,478.6,39640.0,1.0,3.6,500.0,32.2,A,114
3830,A03980,SOLVE201W1,1381,1391.0,110.2,0.106,358.2,40440.0,1.4,4.8,4720.0,24.4,A,114
3831,A04179,SOLVE201W1,1391,1396.6,3.357142857,0.095714286,364.5,32821.42857,1.285714286,4.0,328.5714286,24.14285714,A,114
3832,A01594,SOLVE206,541,551.0,23.4,0.402,3246.6,67180.0,162.6,952.0,25860.0,2138.8,A,115
3833,A06777,SOLVE217,331,341.0,8.8,0.02,828.8,65420.0,44.0,3.4,1120.0,36.8,A,116
3834,A05870,SOLVE217,341,351.0,10.2,0.036,844.2,57860.0,21.4,4.6,1300.0,30.4,A,116
3835,A05064,SOLVE217,351,361.0,14.0,0.058,2650.4,68000.0,45.2,4.6,4960.0,24.0,A,116
3836,A04437,SOLVE217,361,371.0,12.8,0.082,926.0,19760.0,37.6,6.8,1040.0,24.2,A,116
3837,A04274,SOLVE217,371,381.0,10.8,0.09,2811.0,46180.0,79.8,5.6,8180.0,24.8,A,116
3838,A05782,SOLVE217,381,391.0,14.6,0.038,794.2,36580.0,22.8,4.4,4560.0,36.2,A,116
3839,A06194,SOLVE217,391,401.0,16.2,0.03,786.6,34280.0,33.4,5.6,5760.0,45.4,A,116
3840,A05977,SOLVE217,401,411.0,11.6,0.034,1066.6,47400.0,122.8,4.0,2600.0,44.6,A,116
3841,A05125,SOLVE217,411,421.0,12.0,0.056,2069.0,51980.0,39.2,6.4,3700.0,46.0,A,116
3842,A06644,SOLVE217,421,431.0,12.8,0.022,574.6,49780.0,10.0,4.0,2320.0,57.4,A,116
3843,A05871,SOLVE217,431,441.0,8.8,0.036,1128.6,50400.0,42.4,3.6,1430.0,56.2,A,116
3844,A03908,SOLVE217,441,451.0,17.2,0.11,2850.4,36220.0,39.2,5.2,3680.0,37.4,A,116
3845,A05610,SOLVE217,451,461.0,12.6,0.042,1228.8,37180.0,52.4,3.2,1560.0,44.6,A,116
3846,A03653,SOLVE217,461,471.0,12.2,0.128,1651.8,56580.0,72.2,4.8,5440.0,52.2,A,116
3847,A02932,SOLVE217,471,477.0,9.333333333,0.193333333,1388.333333,61833.33333,60.33333333,2.0,900.0,37.66666667,A,116
3848,A04013,SOLVE218,491,501.0,4.8,0.104,760.2,56260.0,68.2,3.8,5800.0,40.4,A,117
3849,A06190,SOLVE218,501,511.0,8.4,0.03,708.4,60420.0,52.4,4.2,12240.0,50.8,A,117
3850,A06192,SOLVE218,511,521.0,5.6,0.03,973.6,63220.0,82.0,5.8,8900.0,66.0,A,117
3851,A07059,SOLVE218,521,531.0,6.6,0.016,339.6,62980.0,51.0,3.8,9640.0,46.6,A,117
3852,A06848,SOLVE220,81,91.0,38.0,0.02,424.8,85220.0,2.8,3.8,6020.0,61.6,B,118
3853,A04416,SOLVE220,91,101.0,123.2,0.084,1422.6,,4.8,,20120.0,66.0,B,118
3854,A03337,SOLVE220,101,111.0,36.4,0.154,1426.4,69700.0,9.4,4.0,7920.0,53.8,B,118
3855,A00788,SOLVE220,111,121.0,23.6,0.654,10240.0,117520.0,42.0,3.8,22280.0,48.6,B,118
3856,A01707,SOLVE220,121,131.0,122.6,0.376,3022.0,258200.0,45.2,2.8,42320.0,49.4,B,118
3857,A03948,SOLVE220,131,141.0,33.0,0.108,598.4,277800.0,20.0,1.6,22600.0,73.4,B,118
3858,A01149,SOLVE220,141,151.0,139.4,0.522,2510.4,164240.0,8.0,10.0,42460.0,148.0,B,118
3859,A06515,SOLVE220,151,161.0,51.4,0.025,114.0,50880.0,1.0,11.0,4140.0,138.2,B,118
3860,A05104,SOLVE220,161,171.0,55.2,0.058,49.0,51740.0,1.4,5.8,5520.0,99.4,B,118
3861,A07050,SOLVE220,171,181.0,29.2,0.017,81.6,45720.0,1.0,4.6,1960.0,79.2,B,118
3862,A06516,SOLVE220,181,191.0,18.4,0.025,133.6,46260.0,1.0,6.0,100.0,107.6,B,118
3863,A08343,SOLVE220,191,201.0,21.4,0.006,83.0,47640.0,1.0,4.2,190.0,79.0,B,118
3864,A07214,SOLVE220,201,211.0,6.4,0.015,24.8,47960.0,1.0,4.0,50.0,101.6,B,118
3865,A08341,SOLVE220,211,221.0,8.2,0.006,32.6,44520.0,1.0,13.4,140.0,67.2,B,118
3866,A07938,SOLVE220,221,231.0,19.0,0.008,77.4,39260.0,1.0,2.4,60.0,54.4,B,118
3867,A05767,SOLVE220,231,241.0,12.6,0.039,91.6,35320.0,1.0,2.0,60.0,41.0,B,118
3868,A04647,SOLVE221,111,121.0,83.2,0.074,5566.0,39640.0,2.0,5.2,4490.0,62.4,B,119
3869,A01416,SOLVE221,121,131.0,57.6,0.445,4508.6,83980.0,35.0,4.0,32400.0,60.8,B,119
3870,A00331,SOLVE221,131,141.0,158.6,0.986,11589.4,96180.0,16.4,3.2,25760.0,62.8,B,119
3871,A07568,SOLVE221,141,151.0,14.2,0.011,161.8,28660.0,1.8,3.0,2800.0,39.8,B,119
3872,A03818,SOLVE221,151,161.0,23.0,0.115,2454.2,174660.0,7.8,2.2,22140.0,59.6,B,119
3873,A01955,SOLVE221,161,171.0,26.4,0.326,3958.2,202860.0,13.0,2.4,33420.0,85.4,B,119
3874,A01284,SOLVE221,171,181.0,45.6,0.478,5038.6,304600.0,18.8,1.4,52240.0,90.6,B,119
3875,A02121,SOLVE221,181,191.0,41.0,0.3,3604.0,331400.0,19.6,1.0,41020.0,87.0,B,119
3876,A04033,SOLVE221,191,201.0,32.8,0.104,244.2,154920.0,13.6,3.2,19180.0,111.4,B,119
3877,A03659,SOLVE221,201,211.0,63.6,0.128,2776.0,116760.0,33.4,5.0,19580.0,73.2,B,119
3878,A07693,SOLVE221,211,221.0,28.4,0.01,112.0,41320.0,1.2,7.6,1860.0,192.2,B,119
3879,A07310,SOLVE221,221,231.0,21.2,0.014,48.6,47900.0,1.0,4.6,940.0,185.6,B,119
3880,A08781,SOLVE221,231,241.0,25.8,0.0025,94.0,48760.0,1.0,7.4,1980.0,135.2,B,119
3881,A08100,SOLVE222,101,111.0,18.6,0.007,196.8,72060.0,1.0,12.0,130.0,100.8,B,120
3882,A08799,SOLVE222,111,121.0,52.4,0.0025,260.8,67540.0,1.0,9.0,50.0,225.2,B,120
3883,A08800,SOLVE222,121,131.0,23.2,0.0025,642.2,47500.0,3.2,93.6,6160.0,475.2,B,120
3884,A07815,SOLVE222,131,141.0,25.8,0.009,169.2,49160.0,1.0,99.4,5400.0,280.8,B,120
3885,A08353,SOLVE222,141,151.0,3.4,0.006,57.6,56560.0,1.0,2.6,60.0,75.2,B,120
3886,A08804,SOLVE222,151,161.0,3.0,0.0025,142.4,50080.0,1.0,3.2,380.0,73.4,B,120
3887,A07944,SOLVE222,161,171.0,6.0,0.008,142.6,45700.0,1.0,4.8,2220.0,61.8,B,120
3888,A08802,SOLVE222,171,181.0,52.8,0.0025,109.2,50140.0,1.0,7.2,4440.0,80.0,B,120
3889,A08801,SOLVE222,181,191.0,36.0,0.0025,120.6,56880.0,1.0,5.2,2120.0,88.8,B,120
3890,A08798,SOLVE222,191,201.0,9.2,0.0025,130.4,55480.0,1.0,4.2,3500.0,92.6,B,120
3891,A07942,SOLVE222,201,211.0,36.0,0.008,128.8,62300.0,1.4,12.4,11360.0,100.2,B,120
3892,A07695,SOLVE222,211,221.0,21.0,0.01,139.4,60640.0,1.8,9.0,6260.0,104.0,B,120
3893,A08796,SOLVE222,221,231.0,5.2,0.0025,143.2,62480.0,1.0,6.0,1820.0,94.8,B,120
3894,A08795,SOLVE222,231,241.0,3.2,0.0025,141.2,62680.0,1.0,5.6,1140.0,87.0,B,120
3895,A08350,SOLVE222,241,251.0,4.6,0.006,118.6,64460.0,1.0,4.2,880.0,92.0,B,120
3896,A08349,SOLVE222,251,261.0,7.6,0.006,127.6,66560.0,1.2,5.8,2660.0,94.8,B,120
3897,A07571,SOLVE222,261,271.0,18.4,0.011,128.4,64620.0,1.2,8.4,3820.0,97.6,B,120
3898,A08793,SOLVE222,271,281.0,4.2,0.0025,168.0,61880.0,1.0,4.4,140.0,87.2,B,120
3899,A08792,SOLVE222,281,291.0,4.2,0.0025,129.0,64140.0,1.0,4.8,220.0,77.2,B,120
3900,A08791,SOLVE222,291,301.0,4.8,0.0025,117.8,54700.0,1.0,4.8,200.0,68.6,B,120
3901,A08820,SOLVE223,151,161.0,7.0,0.0025,127.0,49780.0,1.0,5.4,80.0,80.4,B,121
3902,A08819,SOLVE223,161,171.0,7.0,0.0025,125.2,54980.0,1.0,6.4,50.0,77.8,B,121
3903,A08818,SOLVE223,171,181.0,6.6,0.0025,79.4,58820.0,1.0,5.6,50.0,86.0,B,121
3904,A08817,SOLVE223,181,191.0,6.8,0.0025,77.2,55760.0,1.0,5.4,50.0,83.0,B,121
3905,A08816,SOLVE223,191,201.0,9.0,0.0025,176.8,54040.0,1.0,3.2,70.0,71.8,B,121
3906,A08815,SOLVE223,201,211.0,11.6,0.0025,218.6,52780.0,1.0,4.2,50.0,78.0,B,121
3907,A08355,SOLVE223,211,221.0,8.0,0.006,223.4,51780.0,1.0,5.0,80.0,77.4,B,121
3908,A08814,SOLVE223,221,231.0,7.8,0.0025,170.8,51080.0,1.0,6.4,70.0,73.6,B,121
3909,A08813,SOLVE223,231,241.0,6.0,0.0025,131.8,54240.0,1.0,5.4,70.0,69.4,B,121
3910,A08812,SOLVE223,241,251.0,4.4,0.0025,92.0,51040.0,1.0,6.6,190.0,74.4,B,121
3911,A08811,SOLVE223,251,261.0,4.4,0.0025,119.4,59080.0,1.0,6.4,1900.0,83.8,B,121
3912,A08810,SOLVE223,261,271.0,12.4,0.0025,111.4,44220.0,1.2,11.2,2100.0,69.2,B,121
3913,A08809,SOLVE223,271,281.0,44.0,0.0025,103.6,35320.0,1.4,10.4,12400.0,57.2,B,121
3914,A08808,SOLVE223,281,291.0,27.2,0.0025,95.6,40020.0,1.0,6.4,14240.0,59.8,B,121
3915,A08807,SOLVE223,291,301.0,21.4,0.0025,117.6,50360.0,1.0,7.0,9720.0,71.8,B,121
3916,A08806,SOLVE223,301,311.0,15.4,0.0025,144.8,54640.0,1.0,7.2,24420.0,72.2,B,121
3917,A07946,SOLVE223,311,321.0,29.2,0.008,154.8,53260.0,3.6,11.0,11260.0,88.8,B,121
3918,A08354,SOLVE223,321,331.0,29.4,0.006,112.6,59880.0,1.4,5.4,11240.0,79.4,B,121
3919,A08805,SOLVE223,331,341.0,14.0,0.0025,96.0,62100.0,1.0,4.8,5940.0,82.0,B,121
3920,A07217,SOLVE223,341,351.0,41.2,0.015,87.4,60900.0,1.4,43.4,16820.0,195.0,B,121
3921,A07945,SOLVE223,351,361.0,28.8,0.008,107.6,58560.0,1.2,32.6,8800.0,427.6,B,121
3922,A08803,SOLVE223,361,371.0,18.2,0.0025,84.6,50040.0,1.6,9.6,1480.0,148.8,B,121
3923,A08101,SOLVE223,371,381.0,32.0,0.007,116.4,52560.0,1.0,29.4,1660.0,137.8,B,121
3924,A07696,SOLVE223,381,391.0,42.0,0.01,111.2,49040.0,1.0,4.4,1840.0,117.2,B,121
3925,A06354,SOLVE223,391,401.0,46.4,0.028,111.2,51460.0,1.0,5.2,6200.0,97.8,B,121
3926,A08099,SOLVE223,401,411.0,19.4,0.007,112.2,49240.0,1.0,2.0,1320.0,66.4,B,121
3927,A08797,SOLVE223,411,421.0,28.0,0.0025,136.8,44740.0,1.0,2.4,1540.0,86.6,B,121
3928,A08352,SOLVE223,421,431.0,19.4,0.006,165.8,44120.0,1.0,3.2,2560.0,89.4,B,121
3929,A08351,SOLVE223,431,441.0,15.8,0.006,200.4,40480.0,1.0,5.0,1660.0,64.4,B,121
3930,A08098,SOLVE223,441,451.0,19.0,0.007,209.6,42120.0,1.4,5.2,1800.0,59.2,B,121
3931,A08794,SOLVE223,451,461.0,26.8,0.0025,162.8,46180.0,1.6,3.4,1460.0,58.0,B,121
3932,A08347,SOLVE223,461,471.0,46.8,0.006,129.4,55060.0,1.2,4.0,3200.0,65.6,B,121
3933,A07941,SOLVE223,471,481.0,62.6,0.008,111.4,70400.0,2.4,5.2,5320.0,67.6,B,121
3934,A06260,SOLVE223,481,491.0,68.0,0.03,84.8,60080.0,2.0,6.2,6000.0,62.0,B,121
3935,A04846,SOLVE225,151,161.0,29.2,0.066,808.2,83340.0,1.0,9.0,21440.0,76.6,B,122
3936,A06039,SOLVE225,161,171.0,20.6,0.034,326.4,63720.0,1.0,7.6,9780.0,61.0,B,122
3937,A07110,SOLVE225,171,181.0,17.4,0.016,198.6,67860.0,1.4,4.4,9600.0,61.8,B,122
3938,A05496,SOLVE225,181,191.0,25.2,0.046,202.2,64120.0,1.2,5.2,13940.0,49.2,B,122
3939,A05745,SOLVE225,191,201.0,9.0,0.04,276.6,44940.0,1.2,8.4,12540.0,36.0,B,122
3940,A06036,SOLVE225,201,211.0,10.4,0.034,68.2,76000.0,1.8,7.8,12440.0,49.0,B,122
3941,A04699,SOLVE225,211,221.0,7.2,0.072,213.6,101420.0,1.4,5.2,9720.0,52.6,B,122
3942,A04144,SOLVE225,221,231.0,5.4,0.098,420.2,62720.0,10.0,9.2,5500.0,55.6,B,122
3943,A03812,SOLVE225,231,241.0,3.4,0.116,682.6,49880.0,,11.2,7240.0,38.0,B,122
3944,A03533,SOLVE225,241,251.0,2.6,0.138,451.2,41560.0,3.8,9.6,3060.0,35.4,B,122
3945,A04738,SOLVE225,251,261.0,6.4,0.07,278.8,52740.0,3.6,8.6,10540.0,36.0,B,122
3946,A06573,SOLVE225,261,271.0,23.2,0.024,322.0,44080.0,1.8,11.2,9900.0,37.8,B,122
3947,A05375,SOLVE225,271,281.0,1.8,0.049,457.2,61700.0,3.8,24.4,2680.0,124.8,B,122
3948,A06239,SOLVE225,281,291.0,2.6,0.03,384.4,62940.0,3.6,8.4,2400.0,38.8,B,122
3949,A05492,SOLVE225,291,301.0,2.2,0.046,823.2,50200.0,4.4,4.8,9940.0,26.0,A,122
3950,A03245,SOLVE225,301,311.0,14.0,0.162,2882.4,55540.0,23.4,5.0,28260.0,44.8,A,122
3951,A05035,SOLVE225,311,321.0,4.8,0.06,2246.8,47100.0,20.0,5.2,11540.0,73.8,A,122
3952,A06171,SOLVE225,321,331.0,4.6,0.031,1098.6,53400.0,5.6,6.2,5580.0,68.2,A,122
3953,A06170,SOLVE225,331,341.0,3.2,0.031,1264.0,51900.0,43.8,5.2,2600.0,38.4,A,122
3954,A04972,SOLVE225,341,351.0,3.2,0.062,2195.4,48660.0,87.6,6.6,9080.0,46.6,A,122
3955,A05282,SOLVE225,351,361.0,3.4,0.052,2110.0,37560.0,68.6,9.2,3740.0,53.6,A,122
3956,A05923,SOLVE225,361,371.0,2.0,0.036,1134.0,61140.0,25.4,10.4,1600.0,53.0,A,122
3957,A06881,SOLVE225,371,381.0,1.8,0.019,881.8,63580.0,23.0,8.0,1120.0,53.8,A,122
