Unique_ID,holeid,from,to,As,Au,Pb,Fe,Mo,Cu,S,Zn,Class,Pb_category,x_pos,predicted_pbcutoff,score,predicted_class,predicted_weights,depth_mid,predicted_xgboost
A04419,SOLVE196,211,221.0,228.2,0.083,1060.0,49360.0,6.6,14.8,42680.0,64.6,B,1000–2000,109,A,303.99679999999995,A,A,216.0,B
A05844,SOLVE196,221,231.0,83.4,0.038,153.0,25520.0,5.8,11.4,16680.0,35.6,B,100–250,109,B,31.84950588235293,B,B,226.0,B
A03990,SOLVE196,231,241.0,305.4,0.106,1888.6,124340.0,11.0,6.0,113880.0,44.4,B,1000–2000,109,A,567.6505411764706,A,A,236.0,B
A03090,SOLVE196,241,251.0,827.8,0.178,1350.0,187680.0,4.2,9.0,158600.0,130.6,B,1000–2000,109,A,247.25703529411763,A,A,246.0,B
A06847,SOLVE196,251,261.0,123.8,0.02,104.0,81980.0,5.2,16.0,41800.0,217.2,B,100–250,109,B,4.544941176470583,B,B,256.0,B
A07309,SOLVE196,261,271.0,89.8,0.014,243.6,58080.0,1.6,12.4,19560.0,122.8,B,100–250,109,A,60.20969411764705,A,A,266.0,B
A07148,SOLVE196,271,281.0,139.8,0.016,253.8,61380.0,1.4,8.8,30460.0,73.6,B,250–500,109,A,50.706541176470594,B,B,276.0,B
A06846,SOLVE196,281,291.0,125.2,0.02,199.2,62360.0,1.2,9.8,29260.0,79.0,B,100–250,109,A,35.8155294117647,B,B,286.0,B
A07308,SOLVE196,291,301.0,108.8,0.014,183.8,51420.0,1.4,8.4,23400.0,115.2,B,100–250,109,A,34.84734117647059,B,B,296.0,B
A07147,SOLVE196,301,311.0,124.2,0.016,143.8,57120.0,3.4,4.4,28220.0,57.2,B,100–250,109,B,17.63830588235294,B,B,306.0,B
A06984,SOLVE196,311,321.0,102.0,0.018,38.4,57580.0,3.8,3.4,31920.0,63.2,B,<100,109,B,-12.49072941176471,B,B,316.0,B
A05944,SOLVE196,321,331.0,124.8,0.036,17.4,82920.0,3.8,5.4,55340.0,74.4,B,<100,109,B,-25.553223529411767,B,B,326.0,B
A04178,SOLVE196,331,341.0,134.8,0.096,34.6,70620.0,1.6,50.4,33100.0,160.6,B,<100,109,B,-22.727811764705887,B,B,336.0,B
A05575,SOLVE196,341,351.0,151.6,0.044,97.8,66880.0,2.8,12.8,37860.0,87.8,B,<100,109,B,-5.269364705882349,B,B,346.0,B
A06845,SOLVE196,351,361.0,47.2,0.02,153.4,57020.0,1.0,3.0,5220.0,92.0,B,100–250,109,B,40.3355294117647,B,B,356.0,B
A06637,SOLVE196,361,371.0,21.4,0.023,233.8,47960.0,1.0,4.0,4340.0,66.4,B,100–250,109,A,74.44432941176471,A,A,366.0,B
A06768,SOLVE196,371,381.0,58.6,0.021,103.2,43440.0,1.0,5.8,18960.0,46.0,B,100–250,109,B,20.258070588235288,B,B,376.0,B
A07682,SOLVE196,381,391.0,58.8,0.01,7.0,58800.0,4.0,2.6,28800.0,40.4,B,<100,109,B,-11.98164705882353,B,B,386.0,B
A07562,SOLVE196,391,401.0,41.4,0.011,42.4,57100.0,1.6,3.0,13400.0,57.4,B,<100,109,B,4.091482352941177,B,B,396.0,B
A07806,SOLVE196,401,411.0,58.2,0.009,190.8,40640.0,1.8,7.0,14440.0,55.2,B,100–250,109,A,50.415811764705886,B,B,406.0,B
A07805,SOLVE196,411,421.0,54.2,0.009,133.4,48920.0,2.4,4.6,25080.0,58.8,B,100–250,109,B,31.994635294117654,B,B,416.0,B
A08309,SOLVE196,421,431.0,24.2,0.006,115.6,33420.0,2.2,4.8,12840.0,44.6,B,100–250,109,B,33.64348235294117,B,B,426.0,B
A08307,SOLVE196,431,441.0,45.2,0.006,179.0,50380.0,1.2,13.4,14720.0,117.4,B,100–250,109,A,49.62701176470588,B,B,436.0,B
A07378,SOLVE196,441,451.0,61.8,0.013,268.0,43840.0,1.6,8.4,8280.0,70.4,B,250–500,109,A,75.78127058823529,A,A,446.0,B
A07680,SOLVE196,451,461.0,23.8,0.01,221.4,37580.0,1.4,4.4,4760.0,38.4,B,100–250,109,A,69.67482352941177,A,A,456.0,B
A07141,SOLVE196,461,471.0,23.0,0.016,155.8,39360.0,1.4,23.8,5460.0,44.8,B,100–250,109,B,47.501835294117654,B,B,466.0,B
A07140,SOLVE196,471,481.0,34.0,0.016,236.0,42980.0,1.2,3.2,14880.0,45.8,B,100–250,109,A,71.97477647058822,A,A,476.0,B
A07375,SOLVE196,481,491.0,36.6,0.013,184.8,38960.0,1.6,2.2,13920.0,50.6,B,100–250,109,A,53.917741176470585,A,A,486.0,B
A08295,SOLVE196,491,501.0,18.4,0.006,141.4,25260.0,1.0,2.8,7300.0,44.4,B,100–250,109,B,43.69289411764706,B,B,496.0,B
A06843,SOLVE196,501,511.0,22.6,0.02,90.6,35080.0,1.0,4.2,10620.0,44.6,B,<100,109,B,25.276705882352935,B,B,506.0,B
A07799,SOLVE196,511,521.0,20.2,0.009,264.6,32820.0,1.0,2.4,6260.0,35.2,B,250–500,109,A,85.26051764705883,A,A,516.0,B
A07670,SOLVE196,521,531.0,19.2,0.01,83.6,42020.0,1.0,1.8,4960.0,44.2,B,<100,109,B,23.766588235294112,B,B,526.0,B
A07300,SOLVE196,531,541.0,40.4,0.014,133.2,45280.0,1.6,4.0,7500.0,51.0,B,100–250,109,B,35.32969411764705,B,B,536.0,B
A06282,SOLVE196,541,551.0,54.6,0.029,200.8,48840.0,1.8,4.0,9360.0,64.6,B,100–250,109,A,54.76310588235294,A,A,546.0,B
A08704,SOLVE196,551,561.0,11.2,0.0025,197.2,38120.0,1.2,3.0,3700.0,110.0,B,100–250,109,A,64.63576470588235,A,A,556.0,B
A08700,SOLVE196,561,571.0,9.2,0.0025,17.2,33200.0,6.0,1.8,2180.0,34.2,B,<100,109,B,4.758117647058823,B,B,566.0,B
A08698,SOLVE196,571,581.0,6.8,0.0025,17.4,31360.0,5.8,2.2,540.0,32.6,B,<100,109,B,5.405176470588236,B,B,576.0,B
A08696,SOLVE196,581,591.0,8.4,0.0025,20.0,42800.0,1.0,1.6,590.0,47.0,B,<100,109,B,4.861647058823529,B,B,586.0,B
A07136,SOLVE196,591,601.0,16.0,0.016,209.0,54900.0,1.2,2.6,4620.0,60.0,B,100–250,109,A,67.42183529411764,A,A,596.0,B
A06383,SOLVE196,601,611.0,11.2,0.027,107.0,56120.0,1.0,2.0,1600.0,52.6,B,100–250,109,B,33.82390588235294,B,B,606.0,B
A07662,SOLVE196,611,621.0,9.4,0.01,29.6,39960.0,1.0,1.4,980.0,38.8,B,<100,109,B,7.879529411764706,B,B,616.0,B
A06762,SOLVE196,621,631.0,9.8,0.021,184.8,38240.0,1.2,1.8,2120.0,62.6,B,100–250,109,A,60.77101176470589,A,A,626.0,A
A06592,SOLVE196,631,641.0,13.6,0.024,523.6,50980.0,2.0,3.2,10160.0,86.0,B,500–1000,109,A,175.54804705882356,A,A,636.0,B
A06715,SOLVE196,641,651.0,10.8,0.022,227.4,45960.0,2.6,4.4,20480.0,44.8,B,100–250,109,A,75.34296470588234,A,A,646.0,B
A06591,SOLVE196,651,661.0,7.8,0.024,278.4,49300.0,1.4,2.0,4420.0,32.8,B,250–500,109,A,93.26569411764704,A,A,656.0,B
A07913,SOLVE196,661,671.0,11.6,0.008,137.8,49820.0,1.0,2.0,220.0,33.6,B,100–250,109,B,44.22503529411765,B,B,666.0,B
A06760,SOLVE196,671,681.0,19.8,0.021,91.2,53400.0,1.0,2.8,4040.0,48.4,B,<100,109,B,26.20630588235294,B,B,676.0,B
A08645,SOLVE196,681,691.0,7.4,0.0025,91.4,47300.0,1.0,2.0,2380.0,50.2,B,<100,109,B,29.480470588235292,B,B,686.0,B
A06630,SOLVE196,691,701.0,46.6,0.023,407.0,43660.0,1.4,3.4,12540.0,42.4,B,250–500,109,A,127.09844705882352,A,A,696.0,B
A06510,SOLVE196,701,711.0,18.0,0.025,123.4,45260.0,1.0,2.2,7220.0,33.4,B,100–250,109,B,37.65882352941176,B,B,706.0,B
A07904,SOLVE196,711,721.0,15.2,0.008,291.2,46980.0,1.0,3.0,5260.0,48.2,B,250–500,109,A,95.62974117647059,A,A,716.0,B
A08249,SOLVE196,721,731.0,14.2,0.006,275.2,45740.0,1.4,2.8,6660.0,44.2,B,250–500,109,A,90.5140705882353,A,A,726.0,B
A07779,SOLVE196,731,741.0,14.2,0.009,111.2,54140.0,1.6,2.8,12020.0,43.4,B,100–250,109,B,34.604047058823525,B,B,736.0,B
A08244,SOLVE196,741,751.0,21.4,0.006,78.6,50600.0,1.0,2.8,6980.0,47.4,B,<100,109,B,21.490541176470586,B,B,746.0,B
A07776,SOLVE196,751,761.0,50.6,0.009,187.6,48740.0,2.0,7.4,9280.0,38.6,B,100–250,109,A,51.33345882352941,B,B,756.0,B
A08037,SOLVE196,761,771.0,16.0,0.007,185.4,43820.0,1.8,3.6,2940.0,45.2,B,100–250,109,A,59.49543529411764,A,A,766.0,B
A07648,SOLVE196,771,781.0,19.2,0.01,170.0,44300.0,1.2,3.0,4740.0,39.2,B,100–250,109,A,53.28658823529412,A,A,776.0,B
A08237,SOLVE196,781,791.0,11.8,0.006,92.4,39640.0,1.0,3.2,2000.0,30.8,B,<100,109,B,28.683482352941176,B,B,786.0,B
A08610,SOLVE196,791,801.0,4.6,0.0025,13.2,27920.0,1.4,1.6,740.0,24.8,B,<100,109,B,3.6098823529411757,B,B,796.0,B
A08607,SOLVE196,801,811.0,9.4,0.0025,45.6,34080.0,1.6,1.4,1400.0,27.8,B,<100,109,B,13.464000000000002,B,B,806.0,B
A08228,SOLVE196,811,821.0,7.6,0.006,89.0,39540.0,1.2,1.6,960.0,31.8,B,<100,109,B,28.652894117647058,B,B,816.0,B
A08596,SOLVE196,821,831.0,7.4,0.0025,90.6,41640.0,1.0,1.8,680.0,29.8,B,<100,109,B,29.207529411764703,B,B,826.0,B
A07768,SOLVE196,831,841.0,8.2,0.009,157.8,46900.0,1.0,6.6,2000.0,36.8,B,100–250,109,B,51.92875294117647,B,B,836.0,B
A08590,SOLVE196,841,851.0,17.2,0.0025,46.6,42240.0,1.4,2.8,3180.0,32.0,B,<100,109,B,11.744000000000003,B,B,846.0,B
A08583,SOLVE196,851,861.0,23.2,0.0025,48.8,37120.0,1.0,2.6,2900.0,32.6,B,<100,109,B,10.856941176470585,B,B,856.0,B
A07764,SOLVE196,861,871.0,31.8,0.009,67.4,45340.0,1.0,3.2,5220.0,37.2,B,<100,109,B,14.97816470588235,B,B,866.0,B
A06504,SOLVE196,871,881.0,131.4,0.025,181.8,60260.0,1.0,7.8,12680.0,47.6,B,100–250,109,A,28.232941176470586,B,B,876.0,B
A07637,SOLVE196,881,891.0,31.8,0.01,134.4,52280.0,1.2,4.6,8340.0,36.2,B,100–250,109,B,37.87952941176471,B,B,886.0,B
A07634,SOLVE196,891,901.0,9.4,0.01,123.6,33560.0,1.0,2.2,500.0,24.8,B,100–250,109,B,39.950117647058825,B,B,896.0,B
A07458,SOLVE196,901,911.0,37.6,0.012,131.2,43720.0,1.4,38.2,3860.0,92.6,B,100–250,109,B,35.32931764705882,B,B,906.0,B
A06825,SOLVE196,911,921.0,34.8,0.02,106.4,46820.0,1.0,2.8,7420.0,31.2,B,100–250,109,B,27.50964705882353,B,B,916.0,B
A06577,SOLVE196,921,931.0,11.2,0.024,175.0,41900.0,1.0,2.6,2040.0,26.2,B,100–250,109,A,57.02334117647059,A,A,926.0,B
A06822,SOLVE196,931,941.0,13.6,0.02,138.4,44740.0,1.0,3.0,1540.0,29.0,B,100–250,109,B,43.91435294117647,B,B,936.0,B
A06453,SOLVE196,941,951.0,17.8,0.026,113.6,45840.0,1.0,56.0,2660.0,124.0,B,100–250,109,B,34.36724705882352,B,B,946.0,B
A07886,SOLVE196,951,961.0,21.6,0.008,143.8,51500.0,1.2,4.4,7280.0,32.8,B,100–250,109,B,43.72621176470588,B,B,956.0,B
A08545,SOLVE196,961,971.0,28.8,0.0025,169.0,55520.0,1.2,8.0,8640.0,38.0,B,100–250,109,A,50.45929411764706,B,B,966.0,B
A07030,SOLVE196,971,981.0,17.0,0.017,134.0,55080.0,1.2,2.6,6020.0,32.4,B,100–250,109,B,41.57496470588235,B,B,976.0,B
A07451,SOLVE196,981,991.0,15.0,0.012,139.6,52820.0,1.0,2.6,4200.0,31.6,B,100–250,109,B,43.959905882352935,B,B,986.0,B
A06691,SOLVE196,991,1001.0,10.2,0.022,341.4,43380.0,1.8,1.4,1840.0,27.0,B,250–500,109,A,114.22296470588233,A,A,996.0,A
A07449,SOLVE196,1001,1011.0,9.0,0.012,157.4,40980.0,1.0,2.0,2000.0,22.2,B,100–250,109,B,51.585788235294125,B,B,1006.0,B
A07193,SOLVE196,1011,1021.0,49.6,0.015,275.2,60080.0,1.4,3.6,11340.0,31.4,A,250–500,109,A,81.35341176470585,A,A,1016.0,A
A08183,SOLVE196,1021,1031.0,9.4,0.006,116.2,42640.0,1.0,2.6,3820.0,22.4,A,100–250,109,B,37.42465882352941,B,B,1026.0,A
A07621,SOLVE196,1031,1041.0,8.0,0.01,108.8,48320.0,1.2,1.4,3080.0,23.4,A,100–250,109,B,35.30541176470588,B,B,1036.0,A
A07346,SOLVE196,1041,1051.0,8.8,0.013,144.6,40060.0,1.2,3.4,2900.0,24.6,A,100–250,109,B,47.31303529411765,B,B,1046.0,A
A06566,SOLVE196,1051,1061.0,9.0,0.024,203.0,42180.0,1.2,1.4,7580.0,22.6,A,100–250,109,A,67.18804705882353,A,A,1056.0,A
A08503,SOLVE196,1061,1071.0,12.8,0.0025,175.6,63160.0,2.2,1.0,19060.0,25.0,A,100–250,109,A,57.06399999999999,A,A,1066.0,A
A08172,SOLVE196,1071,1081.0,15.4,0.006,192.0,56720.0,2.2,1.8,10920.0,29.6,A,100–250,109,A,61.987011764705876,A,A,1076.0,A
A08497,SOLVE196,1081,1091.0,14.2,0.0025,155.6,59940.0,1.0,5.2,10000.0,40.6,A,100–250,109,B,49.62399999999999,B,B,1086.0,A
A07344,SOLVE196,1091,1101.0,17.6,0.013,576.4,57940.0,2.0,2.2,8540.0,35.0,A,500–1000,109,A,192.5248,A,A,1096.0,A
A06749,SOLVE196,1101,1111.0,8.0,0.021,345.2,52880.0,1.0,1.0,3720.0,32.0,A,250–500,109,A,115.91924705882353,A,A,1106.0,A
A08485,SOLVE196,1111,1121.0,8.0,0.0025,136.2,48800.0,1.0,1.0,5100.0,33.2,A,100–250,109,B,44.60988235294117,B,B,1116.0,A
A07865,SOLVE196,1121,1131.0,5.4,0.008,17.4,48660.0,1.4,1.0,3500.0,27.2,A,<100,109,B,4.836799999999998,B,B,1126.0,A
A07863,SOLVE196,1131,1141.0,5.0,0.008,131.6,44400.0,1.0,5.0,3760.0,41.0,A,100–250,109,B,43.81797647058823,B,B,1136.0,A
A08163,SOLVE196,1141,1151.0,5.2,0.006,74.0,46420.0,1.4,1.4,3700.0,25.6,A,<100,109,B,24.198776470588232,B,B,1146.0,A
A07612,SOLVE196,1151,1161.0,9.0,0.01,455.0,47200.0,1.4,1.4,10740.0,23.2,A,250–500,109,A,153.20423529411767,A,A,1156.0,A
A07859,SOLVE196,1161,1171.0,6.8,0.008,308.8,45260.0,1.6,1.4,8100.0,22.0,A,250–500,109,A,103.93562352941176,A,A,1166.0,A
A07857,SOLVE196,1171,1181.0,5.2,0.008,338.6,55800.0,2.2,1.4,6920.0,32.6,A,250–500,109,A,114.6438588235294,A,A,1176.0,A
A06683,SOLVE196,1181,1191.0,19.2,0.022,413.0,61960.0,2.6,41.4,16500.0,121.6,A,250–500,109,A,136.4912,A,A,1186.0,A
A07020,SOLVE196,1191,1201.0,17.6,0.017,68.0,70760.0,1.2,3.8,12920.0,81.0,A,<100,109,B,18.902023529411764,B,B,1196.0,A
A06947,SOLVE196,1201,1211.0,8.2,0.018,73.6,62740.0,1.4,16.6,9220.0,51.8,A,<100,109,B,23.28809411764706,B,B,1206.0,A
A07850,SOLVE196,1211,1221.0,5.4,0.008,213.8,50000.0,2.8,1.6,5720.0,34.6,A,100–250,109,A,72.14032941176471,A,A,1216.0,A
A07849,SOLVE196,1221,1231.0,5.4,0.008,238.6,60140.0,1.8,1.0,3440.0,27.2,A,100–250,109,A,80.38974117647057,A,A,1226.0,A
A07430,SOLVE196,1231,1241.0,5.8,0.012,325.0,70420.0,1.4,1.0,6800.0,33.6,A,250–500,109,A,109.67990588235294,A,A,1236.0,A
A06123,SOLVE196,1241,1251.0,12.2,0.032,550.6,72440.0,5.6,2.0,4980.0,30.2,A,500–1000,109,A,185.8860235294118,A,A,1246.0,A
A06942,SOLVE196,1251,1261.0,5.8,0.018,250.2,70260.0,2.8,2.6,1960.0,29.6,A,250–500,109,A,84.45750588235295,A,A,1256.0,A
A05029,SOLVE196,1261,1271.0,6.6,0.06,707.2,64480.0,13.6,3.0,3480.0,34.2,A,500–1000,109,A,242.46305882352942,A,A,1266.0,A
A05635,SOLVE196,1271,1281.0,6.0,0.042,781.4,63600.0,7.2,2.6,8640.0,27.4,A,500–1000,109,A,266.57496470588234,A,A,1276.0,A
A07168,SOLVE196,1281,1291.0,5.2,0.015,380.0,63920.0,2.6,1.8,10780.0,27.0,A,250–500,109,A,128.8545882352941,A,A,1286.0,A
A07088,SOLVE196,1291,1301.0,4.2,0.016,327.6,54780.0,4.6,3.0,5280.0,31.4,A,250–500,109,A,111.65948235294118,A,A,1296.0,A
A07593,SOLVE196,1301,1311.0,3.0,0.01,100.2,48700.0,3.2,1.6,1100.0,19.8,A,100–250,109,B,34.08894117647059,B,B,1306.0,A
A07590,SOLVE196,1311,1321.0,4.4,0.01,99.2,46560.0,1.8,1.2,1620.0,18.2,A,<100,109,B,33.088941176470584,B,B,1316.0,A
A07965,SOLVE196,1321,1331.0,5.8,0.007,213.0,49980.0,2.2,2.4,11760.0,22.4,A,100–250,109,A,71.63661176470588,A,A,1326.0,A
A07079,SOLVE196,1331,1341.0,4.6,0.016,443.4,58540.0,6.0,2.0,12720.0,22.4,A,250–500,109,A,151.3606588235294,A,A,1336.0,A
A06214,SOLVE196,1341,1351.0,4.8,0.03,732.4,60280.0,9.2,2.0,11260.0,21.4,A,500–1000,109,A,250.5891764705882,A,A,1346.0,A
A05139,SOLVE196,1351,1361.0,4.4,0.056,1031.2,67480.0,9.0,2.4,21460.0,24.6,A,1000–2000,109,A,352.59877647058823,A,A,1356.0,A
A06493,SOLVE196,1361,1371.0,4.8,0.025,606.0,56420.0,3.4,3.4,19920.0,20.6,A,500–1000,109,A,206.23529411764702,A,A,1366.0,A
A05258,SOLVE196,1371,1381.0,3.2,0.052,1062.0,53100.0,10.6,2.8,13440.0,22.4,A,1000–2000,109,A,363.7556705882353,A,A,1376.0,A
A05255,SOLVE196,1381,1391.0,2.6,0.052,993.8,41240.0,17.4,3.0,10820.0,22.8,A,500–1000,109,A,342.08272941176466,A,A,1386.0,A
A04549,SOLVE196,1391,1401.0,3.2,0.078,1383.2,55260.0,28.6,3.6,12200.0,28.8,A,1000–2000,109,A,477.15821176470587,A,A,1396.0,A
A04501,SOLVE196,1401,1411.0,3.0,0.08,1425.4,44360.0,26.4,3.2,11040.0,29.0,A,1000–2000,109,A,491.14211764705885,A,A,1406.0,A
A06915,SOLVE196,1411,1421.0,2.8,0.018,759.2,60120.0,10.0,3.2,20780.0,27.8,A,500–1000,109,A,260.41750588235294,A,A,1416.0,A
A05393,SOLVE196,1421,1431.0,4.0,0.048,579.6,54900.0,6.8,2.6,15880.0,21.8,A,500–1000,109,A,198.15962352941176,A,A,1426.0,A
A06298,SOLVE196,1431,1441.0,3.0,0.028,543.0,59600.0,6.4,4.0,10820.0,36.2,A,500–1000,109,A,185.8429176470588,A,A,1436.0,A
A05694,SOLVE196,1441,1451.0,3.6,0.04,724.4,61240.0,12.4,3.4,4860.0,35.4,A,500–1000,109,A,248.84988235294117,A,A,1446.0,A
A04623,SOLVE196,1451,1461.0,3.4,0.074,1125.2,53320.0,23.8,4.0,11360.0,39.6,A,1000–2000,109,A,388.06569411764707,A,A,1456.0,A
A05973,SOLVE196,1461,1471.0,3.6,0.034,904.4,60000.0,10.0,2.2,14440.0,35.4,A,500–1000,109,A,309.7522823529412,A,A,1466.0,A
A07694,SOLVE197,151,161.0,10.4,0.01,203.2,41780.0,1.4,9.8,340.0,71.4,B,100–250,110,A,66.93364705882352,A,A,156.0,B
A07940,SOLVE197,161,171.0,8.4,0.008,241.6,48940.0,1.4,22.2,520.0,182.4,B,100–250,110,A,80.55209411764704,A,A,166.0,B
A08789,SOLVE197,171,181.0,7.4,0.0025,32.0,60580.0,1.0,4.4,60.0,79.4,B,<100,110,B,9.214588235294118,B,B,176.0,B
A07812,SOLVE197,181,191.0,7.6,0.009,53.0,58140.0,1.0,4.4,60.0,83.0,B,<100,110,B,16.328752941176468,B,B,186.0,B
A07216,SOLVE197,191,201.0,9.0,0.015,112.8,57380.0,1.0,5.2,270.0,72.6,B,100–250,110,B,36.369882352941175,B,B,196.0,B
A07150,SOLVE197,201,211.0,15.8,0.016,42.0,49740.0,1.0,6.0,260.0,82.4,B,<100,110,B,10.454776470588234,B,B,206.0,B
A07311,SOLVE197,211,221.0,17.2,0.014,21.2,55520.0,1.0,8.0,3050.0,93.2,B,<100,110,B,2.9955764705882344,B,B,216.0,B
A06901,SOLVE197,221,231.0,22.2,0.019,285.6,53400.0,1.4,22.0,4620.0,308.4,B,250–500,110,A,91.99416470588234,A,A,226.0,B
A06283,SOLVE197,231,241.0,23.6,0.029,130.2,44620.0,1.4,33.0,2100.0,161.0,B,100–250,110,B,38.61487058823529,B,B,236.0,B
A07569,SOLVE197,241,251.0,24.0,0.011,105.6,41120.0,1.0,8.6,1460.0,66.4,B,100–250,110,B,30.030305882352934,B,B,246.0,B
A07215,SOLVE197,251,261.0,44.6,0.015,108.6,44480.0,2.2,23.2,3460.0,159.2,B,100–250,110,B,25.976941176470586,B,B,256.0,B
A07811,SOLVE197,261,271.0,27.6,0.009,88.6,51900.0,1.0,59.2,2980.0,280.0,B,<100,110,B,23.298164705882346,B,B,266.0,B
A05367,SOLVE197,271,281.0,82.2,0.05,91.0,50060.0,2.6,14.8,7080.0,460.8,B,<100,110,B,10.33176470588235,B,B,276.0,B
A07692,SOLVE197,281,291.0,23.0,0.01,310.8,45640.0,1.0,8.6,2240.0,113.0,B,250–500,110,A,100.29835294117646,A,A,286.0,B
A06849,SOLVE197,291,301.0,34.2,0.02,225.0,49160.0,1.2,5.0,2640.0,69.6,B,100–250,110,A,68.17082352941176,A,A,296.0,B
A08342,SOLVE197,301,311.0,18.6,0.006,15.2,49400.0,1.2,2.4,4240.0,81.2,B,<100,110,B,0.6270117647058815,B,B,306.0,B
A08095,SOLVE197,311,321.0,23.0,0.007,51.6,49100.0,1.2,6.2,4520.0,97.2,B,<100,110,B,11.907199999999998,B,B,316.0,B
A08094,SOLVE197,321,331.0,36.4,0.007,237.6,43960.0,2.4,10.4,3380.0,94.6,B,100–250,110,A,72.15190588235295,A,A,326.0,B
A08778,SOLVE197,331,341.0,33.8,0.0025,71.8,40340.0,1.4,11.2,2220.0,69.4,B,<100,110,B,16.04517647058823,B,B,336.0,B
A08776,SOLVE197,341,351.0,23.0,0.0025,31.4,47100.0,1.0,11.4,2700.0,92.0,B,<100,110,B,4.972235294117646,B,B,346.0,B
A08340,SOLVE197,351,361.0,13.2,0.006,11.2,42040.0,1.0,16.2,1640.0,160.4,B,<100,110,B,0.6176000000000001,B,B,356.0,B
A04525,SOLVE197,361,371.0,20.8,0.079,56.6,46940.0,1.0,9.6,1680.0,313.6,B,<100,110,B,14.153694117647056,B,B,366.0,B
A07383,SOLVE197,371,381.0,74.2,0.013,310.0,64620.0,1.0,2.8,7500.0,54.2,B,250–500,110,A,86.7742117647059,A,A,376.0,B
A05108,SOLVE197,381,391.0,324.8,0.057,609.4,83760.0,1.4,4.6,37540.0,59.8,B,500–1000,110,A,124.15425882352939,A,A,386.0,B
A08092,SOLVE197,391,401.0,32.0,0.007,41.4,54780.0,5.8,4.0,11400.0,54.0,B,<100,110,B,7.07190588235294,B,B,396.0,B
A08334,SOLVE197,401,411.0,29.6,0.006,15.2,27100.0,3.2,9.0,11800.0,25.0,B,<100,110,B,-1.796517647058825,B,B,406.0,B
A08089,SOLVE197,411,421.0,74.0,0.007,10.0,70040.0,4.4,4.0,27560.0,66.4,B,<100,110,B,-14.80809411764706,B,B,416.0,B
A06719,SOLVE197,421,431.0,53.2,0.022,388.2,30440.0,6.2,4.6,18980.0,21.0,B,250–500,110,A,119.99237647058823,A,A,426.0,B
A07566,SOLVE197,431,441.0,39.4,0.011,88.6,26620.0,6.0,7.0,15780.0,28.0,B,<100,110,B,21.303247058823526,B,B,436.0,B
A07379,SOLVE197,441,451.0,55.8,0.013,89.2,54400.0,3.8,3.4,20820.0,126.0,B,<100,110,B,16.797741176470588,B,B,446.0,B
A08086,SOLVE197,451,461.0,48.4,0.007,80.2,53000.0,1.2,2.6,18300.0,91.8,B,<100,110,B,15.090729411764707,B,B,456.0,B
A06844,SOLVE197,461,471.0,52.2,0.02,89.0,49380.0,1.8,3.6,12480.0,79.8,B,<100,110,B,17.23905882352941,B,B,466.0,B
A08084,SOLVE197,471,481.0,40.6,0.007,92.8,45440.0,1.4,5.8,8420.0,82.6,B,<100,110,B,21.450729411764705,B,B,476.0,B
A08311,SOLVE197,481,491.0,56.0,0.006,123.6,42800.0,1.8,7.4,12500.0,80.4,B,100–250,110,B,28.05759999999999,B,B,486.0,B
A08308,SOLVE197,491,501.0,53.0,0.006,60.0,34920.0,1.6,6.8,11520.0,50.2,B,<100,110,B,7.092894117647057,B,B,496.0,B
A01956,SOLVE197,501,511.0,55.6,0.325,867.4,45540.0,6.2,4.8,16700.0,49.6,B,500–1000,110,A,282.91999999999996,A,A,506.0,B
A07304,SOLVE197,511,521.0,66.8,0.014,171.0,49840.0,1.8,7.0,28780.0,53.0,B,100–250,110,A,41.43557647058823,B,B,516.0,B
A07678,SOLVE197,521,531.0,69.4,0.01,52.6,50560.0,1.6,3.8,33620.0,30.0,B,<100,110,B,0.32423529411764584,B,B,526.0,B
A07483,SOLVE197,531,541.0,60.0,0.012,246.6,47900.0,1.6,4.0,9707.850977903374,42.2,B,100–250,110,A,68.9457882352941,A,A,536.0,B
A06476,SOLVE197,541,551.0,54.6,0.026,124.2,52420.0,1.4,4.6,15720.0,67.8,B,100–250,110,B,28.543717647058827,B,B,546.0,B
A08080,SOLVE197,551,561.0,61.0,0.007,258.2,38260.0,1.8,6.2,8580.0,53.0,B,250–500,110,A,72.68602352941174,A,A,556.0,B
A07928,SOLVE197,561,571.0,38.2,0.008,209.6,34860.0,1.2,4.4,5980.0,58.0,B,100–250,110,A,61.87915294117647,A,A,566.0,B
A07559,SOLVE197,571,581.0,38.4,0.011,34.0,38720.0,2.0,4.6,14940.0,28.4,B,<100,110,B,2.0867764705882346,B,B,576.0,B
A06898,SOLVE197,581,591.0,62.4,0.019,436.8,43100.0,1.4,4.2,10220.0,163.2,B,250–500,110,A,133.1753411764706,A,A,586.0,B
A08709,SOLVE197,591,601.0,14.6,0.0025,14.6,48540.0,2.0,3.6,2640.0,50.2,B,<100,110,B,1.6263529411764712,B,B,596.0,B
A08706,SOLVE197,601,611.0,28.0,0.0025,80.6,50640.0,1.6,3.8,5500.0,52.8,B,<100,110,B,20.591058823529405,B,B,606.0,B
A07921,SOLVE197,611,621.0,17.6,0.008,824.0,54260.0,1.0,4.2,7920.0,129.6,B,500–1000,110,A,276.7873882352941,A,A,616.0,B
A07477,SOLVE197,621,631.0,40.0,0.012,395.4,48680.0,2.0,2.8,12180.0,82.6,B,250–500,110,A,124.97402352941175,A,A,626.0,B
